語句,読み,意味,語源等解説,関連語,関連分野,難易度
load,ロ́ウド,荷・積む,古英語 "lad"(道)。派生: loading(ロ́ウディング): 積み込み / download(ダ́ウンロード): ダウンロードする,"burden(バ́ーデン): 重荷, cargo(カ́ーゴ): 積荷",交通,中級
local,ロ́ウカル,地元の・局所的な,ラテン語 "locus"(場所)。派生: locally(ロ́ウカリ): 地元で / localize(ロ́ウカライズ): 局所化する,"regional(リ́ージョナル): 地方の, native(ネ́イティヴ): 現地の",地理,初級
lock,ロ́ック,錠・鍵をかける,古英語 "loc"。派生: locker(ロ́ッカー): ロッカー / lockdown(ロ́ックダウン): 封鎖,"key(キ́ー): 鍵, unlock(アンロ́ック): 開錠する",生活,初級
lonely,ロ́ウンリ,寂しい,中英語 "alone"+"ly"。派生: loneliness(ロ́ウンリネス): 孤独 / feel lonely(フィ́ールロ́ウンリ): 寂しく感じる,"alone(アロ́ウン): 一人で, solitary(ソ́リタリ): 孤独な",感情,初級
long,ロ́ング,長い・長く,古英語 "lang"。派生: length(レ́ングス): 長さ / longing(ロ́ンギング): 憧れ,"short(ショ́ート): 短い, extend(イクステ́ンド): 延ばす",形容,初級
look,ル́ック,見る・外観,古英語 "lōcian"。派生: outlook(ア́ウトルック): 見通し / look after(ル́ックア́フター): 世話をする,"see(スィ́ー): 見る, appear(アピ́ア): 見える",動作,初級
lose,ル́ーズ,失う・負ける,古英語 "losian"。派生: loss(ロ́ス): 損失 / loser(ル́ーザー): 敗者,"miss(ミ́ス): 逃す, win(ウィ́ン): 勝つ",動作,初級
lot,ロ́ット,多量・くじ,古英語 "hlot"(くじ)。派生: a lot of(アロ́ットオブ): たくさんの / lottery(ロ́タリ): 宝くじ,"much(マ́ッチ): 多くの, many(メ́ニ): 多数の",量,初級
loud,ラ́ウド,大きな声の,古英語 "hlūd"。派生: loudly(ラ́ウドリ): 大声で / loudspeaker(ラ́ウドスピーカー): 拡声器,"noisy(ノ́イズィ): うるさい, quiet(クワ́イエット): 静かな",評価,初級
love,ラ́ヴ,愛する・愛,古英語 "lufu"。派生: lovely(ラ́ヴリ): 素敵な / lover(ラ́ヴァー): 恋人,"like(ラ́イク): 好む, affection(アフェ́クション): 愛情",感情,初級
low,ロ́ウ,低い,古ノルド語 "lagr"。派生: lower(ロ́ウアー): より低い / lowland(ロ́ウランド): 低地,"short(ショ́ート): 低い, high(ハ́イ): 高い",評価,初級
luck,ラ́ック,運,中英語 "luc"(偶然)。派生: lucky(ラ́ッキー): 運のよい / luckily(ラ́ッキリ): 幸運にも,"fortune(フォ́ーチュン): 幸運, chance(チャ́ンス): 機会",概念,初級
lunch,ラ́ンチ,昼食,スペイン語 "lonja"(スライス)起源説。派生: lunchtime(ラ́ンチタイム): 昼食時 / lunch box(ラ́ンチボックス): 弁当箱,"breakfast(ブレ́ックファスト): 朝食, dinner(ディ́ナー): 夕食",食べ物,初級
machine,マシ́ーン,機械,ラテン語 "machina"。派生: machinery(マシ́ーナリ): 機械類 / machinist(マシ́ーニスト): 機械工,"device(ディヴァ́イス): 装置, tool(トゥ́ール): 道具",科学,中級
mad,マ́ッド,怒った・狂った,古英語 "gemǣded"(狂った)。派生: madness(マ́ッドネス): 狂気 / madly(マ́ッドリ): 激しく,"angry(ア́ングリ): 怒った, crazy(クレ́イズィ): 狂った",感情,初級
magazine,マガジ́ーン,雑誌,アラビア語 "makhazin"(倉庫)。派生: magazine rack(マガジ́ーンラック): 雑誌立て / fashion magazine(ファ́ッションマガジーン): ファッション誌,"journal(ジャ́ーナル): 雑誌, newspaper(ニ́ューズペーパー): 新聞",文化,初級
magic,マ́ジック,魔法・魔術,ギリシャ語 "magikos"。派生: magical(マ́ジカル): 魔法のような / magician(マジシ́ャン): 魔術師,"trick(トリ́ック): 手品, spell(スペ́ル): 呪文",文化,初級
mail,メ́イル,郵便・郵送する,古仏語 "male"(袋)。派生: mailbox(メ́イルボックス): 郵便受け / email(イ́ーメイル): 電子メール,"post(ポ́ウスト): 郵便, letter(レ́ター): 手紙",伝達,初級
main,メ́イン,主要な,古英語 "mægen"(力)。派生: mainly(メ́インリ): 主に / mainstream(メ́インストリーム): 主流,"chief(チ́ーフ): 主要な, primary(プラ́イマリ): 第一の",評価,初級
major,メ́イジャー,主要な・専攻,ラテン語 "major"(より大きい)。派生: majority(マジョ́リティ): 多数 / major in(メ́イジャーイン): 〜を専攻する,"important(インポ́ータント): 重要な, minor(マ́イナー): 小さい",評価,中級
make,メ́イク,作る・〜させる,古英語 "macian"。派生: maker(メ́イカー): 製作者 / make up(メ́イクアッ́プ): 構成する,"create(クリエ́イト): 創造する, produce(プロデュ́ース): 生産する",動作,初級
male,メ́イル,男性の・雄の,ラテン語 "masculus"。派生: manly(マ́ンリ): 男らしい / mankind(マンカ́インド): 人類,"man(マ́ン): 男, female(フィ́メイル): 女性の",人間関係,初級
manage,マ́ネージ,管理する・何とかやる,イタリア語 "maneggiare"(扱う)。派生: manager(マ́ネージャー): 管理者 / management(マ́ネージメント): 経営,"control(コントロ́ール): 制御する, handle(ハ́ンドル): 扱う",社会,中級
manner,マ́ナー,やり方・作法,ラテン語 "manus"(手)。派生: manners(マ́ナーズ): 行儀 / in a manner(イナマ́ナー): ある意味で,"way(ウェ́イ): 方法, behavior(ビヘ́イビア): 振る舞い",社会,中級
map,マ́ップ,地図,ラテン語 "mappa"(布)。派生: mapping(マ́ッピング): 地図作成 / road map(ロ́ウドマップ): 道路地図,"chart(チャ́ート): 図表, guide(ガ́イド): 案内",地理,初級
march,マ́ーチ,行進する・3月,ラテン語 "Martius"(軍神マルスの月)。派生: marcher(マ́ーチャー): 行進者 / marching(マ́ーチング): 行進,"walk(ウォ́ーク): 歩く, parade(パレ́イド): パレード",動作,初級
mark,マ́ーク,印・点数,古英語 "mearc"(境界)。派生: marker(マ́ーカー): マーカー / landmark(ラ́ンドマーク): 目印,"sign(サ́イン): 記号, score(スコ́ア): 得点",評価,初級
market,マ́ーケット,市場,ラテン語 "mercatus"(取引)。派生: marketing(マ́ーケティング): 市場調査 / supermarket(ス́ーパーマーケット): スーパーマーケット,"shop(ショ́ップ): 店, store(スト́ア): 商店",経済,初級
marry,マ́リー,結婚する,ラテン語 "maritare"。派生: marriage(マ́リッジ): 結婚 / married(マ́リード): 既婚の,"wed(ウェ́ッド): 結婚する, divorce(ディヴォ́ース): 離婚する",人間関係,初級
material,マティ́アリアル,材料・物質的な,ラテン語 "materia"(物質)。派生: materialize(マティ́アリアライズ): 実現する / raw material(ロ́ーマティアリアル): 原材料,"substance(サ́ブスタンス): 物質, matter(マ́ター): 物質",科学,中級
matter,マ́ター,問題・重要である,ラテン語 "materia"。派生: what's the matter(ワッツザマ́ター): どうしたの / no matter(ノ́ウマター): 〜にかかわらず,"issue(イ́シュー): 問題, thing(スィ́ング): 事",概念,初級
may,メ́イ,〜かもしれない・〜してよい,古英語 "mæg"(できる)。派生: maybe(メ́イビー): たぶん / May Day(メ́イデイ): メーデー,"might(マ́イト): 〜かもしれない, can(キャ́ン): 〜できる",文法,初級
meal,ミ́ール,食事,古英語 "mǣl"(時間)。派生: mealtime(ミ́ールタイム): 食事時 / three meals(スリ́ーミールズ): 三食,"food(フ́ード): 食べ物, dinner(ディ́ナー): 夕食",食べ物,初級
mean,ミ́ーン,意味する・意地悪な,古英語 "mǣnan"(意図する)。派生: meaning(ミ́ーニング): 意味 / meaningful(ミ́ーニングフル): 意義のある,"signify(シ́グニファイ): 意味する, cruel(クル́ーエル): 残酷な",伝達,初級
measure,メ́ジャー,測る・手段,ラテン語 "mensura"(測定)。派生: measurement(メ́ジャーメント): 測定 / countermeasure(カ́ウンターメジャー): 対策,"gauge(ゲ́イジ): 測る, size(サ́イズ): 大きさ",科学,中級
meat,ミ́ート,肉,古英語 "mete"(食べ物)。派生: meatball(ミ́ートボール): 肉団子 / red meat(レ́ッドミート): 赤身肉,"beef(ビ́ーフ): 牛肉, pork(ポ́ーク): 豚肉",食べ物,初級
medicine,メ́ディスン,薬・医学,ラテン語 "medicina"。派生: medical(メ́ディカル): 医学の / medicinal(メディ́シナル): 薬効のある,"drug(ドラ́グ): 薬, doctor(ド́クター): 医者",健康,初級
meet,ミ́ート,会う・出会う,古英語 "mētan"。派生: meeting(ミ́ーティング): 会議 / meet with(ミ́ートウィズ): 〜に会う,"encounter(エンカ́ウンター): 出会う, see(スィ́ー): 会う",動作,初級
member,メ́ンバー,会員・一員,ラテン語 "membrum"(部分)。派生: membership(メ́ンバーシップ): 会員資格 / family member(ファ́ミリメンバー): 家族,"participant(パーティ́シパント): 参加者, part(パ́ート): 部分",社会,初級
memory,メ́モリ,記憶,ラテン語 "memoria"。派生: memorial(メモ́ーリアル): 記念の / memorize(メ́モライズ): 暗記する,"remember(リメ́ンバー): 思い出す, forget(フォゲ́ット): 忘れる",思考,初級
mention,メ́ンション,言及する,ラテン語 "mentio"(言及)。派生: not to mention(ノットトゥメ́ンション): 〜は言うまでもなく / aforementioned(アフォメ́ンションド): 前述の,"refer(リファ́ー): 言及する, state(ステ́イト): 述べる",伝達,中級
message,メ́セージ,伝言・メッセージ,ラテン語 "missus"(送られたもの)。派生: messenger(メ́センジャー): 使者 / text message(テ́クストメセージ): 文字メッセージ,"note(ノ́ウト): メモ, communication(コミュニケ́イション): 伝達",伝達,初級
metal,メ́タル,金属,ギリシャ語 "metallon"。派生: metallic(メタ́リック): 金属性の / heavy metal(ヘ́ヴィメタル): 重金属,"iron(ア́イアン): 鉄, steel(スティ́ール): 鋼",科学,中級
method,メ́ソッド,方法,ギリシャ語 "methodos"(追跡)。派生: methodical(メソ́ディカル): 系統的な / methodology(メソドロ́ジー): 方法論,"way(ウェ́イ): 方法, system(シ́ステム): 体系",学習,中級
middle,ミ́ドル,真ん中・中間の,古英語 "middel"。派生: midnight(ミ́ッドナイト): 真夜中 / Middle Ages(ミ́ドルエイジズ): 中世,"center(セ́ンター): 中心, between(ビトゥイ́ーン): 間に",位置,初級
might,マ́イト,〜かもしれない・力,古英語 "meaht"(力)。派生: mighty(マ́イティ): 強力な / with all one's might(ウィズオ́ールワンズマイト): 力いっぱい,"may(メ́イ): 〜かもしれない, power(パ́ワー): 力",文法,初級
mile,マ́イル,マイル,ラテン語 "milia"(千歩)。派生: mileage(マ́イレッジ): 走行距離 / milestone(マ́イルストーン): 一里塚,"distance(ディ́スタンス): 距離, kilometer(キロ́ミーター): キロメートル",量,初級
milk,ミ́ルク,牛乳,古英語 "meolc"。派生: milkshake(ミ́ルクシェイク): ミルクセーキ / milky(ミ́ルキー): 乳白色の,"dairy(デ́アリ): 乳製品, cream(クリ́ーム): クリーム",食べ物,初級
million,ミ́リオン,100万,イタリア語 "milione"。派生: millionaire(ミリオネ́ア): 百万長者 / millions of(ミ́リオンズオブ): 何百万もの,"thousand(サ́ウザンド): 千, billion(ビ́リオン): 10億",数,初級
mind,マ́インド,心・気にする,古英語 "gemynd"(記憶)。派生: remind(リマ́インド): 思い出させる / mindful(マ́インドフル): 注意深い,"brain(ブレ́イン): 脳, care(ケ́ア): 気にする",思考,初級
mine,マ́イン,私のもの・鉱山,古英語 "mīn" / ラテン語 "mina"(鉱山)。派生: miner(マ́イナー): 鉱夫 / mining(マ́イニング): 採掘,"coal(コ́ウル): 石炭, dig(ディ́グ): 掘る",経済,初級
minute,ミ́ニット,分・微小な,ラテン語 "minutus"(小さい)。派生: last-minute(ラ́ストミニット): 土壇場の / minute hand(ミ́ニットハンド): 分針,"moment(モ́ウメント): 瞬間, tiny(タ́イニ): 極小の",時間,初級
mirror,ミ́ラー,鏡,ラテン語 "mirari"(見る)。派生: rearview mirror(リ́アビューミラー): バックミラー / mirror image(ミ́ライメージ): 鏡像,"reflect(リフレ́クト): 反射する, glass(グラ́ス): ガラス",生活,初級
miss,ミ́ス,〜がいなくて寂しい・逃す,古英語 "missan"。派生: missing(ミ́シング): 行方不明の / Miss(ミ́ス): 〜さん(未婚女性),"lose(ル́ーズ): 失う, long for(ロ́ングフォー): 恋しく思う",感情,初級
mistake,ミステ́イク,間違い・誤解する,古ノルド語 "mistaka"(誤って取る)。派生: mistaken(ミステ́イクン): 間違った / by mistake(バイミステ́イク): 間違って,"error(エ́ラー): 誤り, fault(フォ́ールト): 過失",評価,初級
mix,ミ́ックス,混ぜる・混合,ラテン語 "miscere"。派生: mixture(ミ́クスチャー): 混合物 / mixed(ミ́クスト): 混合の,"blend(ブレ́ンド): 混ぜる, combine(コンバ́イン): 結合する",動作,初級
model,モ́デル,模型・モデル,ラテン語 "modulus"(小さな尺度)。派生: modeling(モ́デリング): 模型製作 / model student(モ́デルスチューデント): 模範生,"example(イグザ́ンプル): 例, pattern(パ́ターン): 型",概念,中級
modern,モ́ダーン,現代の,ラテン語 "modernus"。派生: modernize(モ́ダナイズ): 近代化する / modernization(モダナイゼ́イション): 現代化,"contemporary(コンテンポ́ラリ): 現代の, ancient(エ́インシェント): 古代の",時間,中級
moment,モ́ウメント,瞬間,ラテン語 "momentum"(動き)。派生: momentary(モ́ウメンタリ): 瞬間的な / at the moment(アットザモ́ウメント): 今のところ,"instant(イ́ンスタント): 瞬間, second(セ́カンド): 秒",時間,初級
money,マ́ニ,お金,ラテン語 "moneta"(造幣所)。派生: monetary(マ́ネタリ): 金銭の / money order(マ́ニオーダー): 為替,"cash(キャ́ッシュ): 現金, currency(カ́レンシ): 通貨",金融,初級
month,マ́ンス,月,古英語 "mōnath"(月)。派生: monthly(マ́ンスリ): 毎月の / this month(ジ́スマンス): 今月,"year(イ́ヤー): 年, week(ウィ́ーク): 週",時間,初級
moon,ム́ーン,月,古英語 "mōna"。派生: moonlight(ム́ーンライト): 月光 / full moon(フ́ルムーン): 満月,"sun(サ́ン): 太陽, star(スタ́ー): 星",自然,初級
moral,モ́ラル,道徳的な・教訓,ラテン語 "moralis"(習慣の)。派生: morality(モラ́リティ): 道徳 / immoral(イモ́ラル): 不道徳な,"ethical(エ́シカル): 倫理的な, lesson(レ́ッスン): 教訓",概念,中級
more,モ́ア,もっと多く,古英語 "māra"。派生: moreover(モアオ́ーヴァー): さらに / no more(ノ́ウモア): もはや〜ない,"additional(アディ́ショナル): 追加の, less(レ́ス): より少ない",程度,初級
morning,モ́ーニング,朝,中英語 "morwening"。派生: good morning(グッドモ́ーニング): おはよう / morning sickness(モ́ーニングシックネス): つわり,"afternoon(アフタヌ́ーン): 午後, evening(イ́ーヴニング): 夕方",時間,初級
most,モ́ウスト,最も多くの,古英語 "mǣst"。派生: mostly(モ́ウストリ): 大部分は / at most(アットモ́ウスト): せいぜい,"majority(マジョ́リティ): 大多数, least(リ́ースト): 最も少ない",程度,初級
mother,マ́ザー,母,古英語 "mōdor"。派生: motherly(マ́ザリ): 母親らしい / grandmother(グラ́ンドマザー): 祖母,"mom(マ́ム): ママ, parent(ペ́アレント): 親",人間関係,初級
motion,モ́ウション,動き・動議,ラテン語 "motio"(動き)。派生: motivate(モ́ウティベイト): 動機づける / slow motion(スロ́ウモウション): スローモーション,"movement(ム́ーヴメント): 運動, action(ア́クション): 行動",動作,中級
mountain,マ́ウンテン,山,ラテン語 "mons"。派生: mountainous(マ́ウンテナス): 山の多い / mountain climbing(マ́ウンテンクライミング): 登山,"hill(ヒ́ル): 丘, peak(ピ́ーク): 頂上",地理,初級
mouth,マ́ウス,口,古英語 "mūth"。派生: mouthful(マ́ウスフル): 一口 / word of mouth(ワ́ードオブマ́ウス): 口コミ,"lip(リ́ップ): 唇, tongue(タ́ング): 舌",人体,初級
move,ム́ーヴ,動く・引っ越す,ラテン語 "movere"。派生: movement(ム́ーヴメント): 動き / move in(ム́ーヴイ́ン): 引っ越してくる,"shift(シ́フト): 移動する, transfer(トランスファ́ー): 移す",動作,初級
movie,ム́ーヴィ,映画,moving picture の短縮。派生: movie theater(ム́ーヴィシアター): 映画館 / moviegoer(ム́ーヴィゴウアー): 映画ファン,"film(フィ́ルム): 映画, cinema(シ́ネマ): 映画館",文化,初級
much,マ́ッチ,多くの・非常に,古英語 "mycel"。派生: so much(ソ́ウマッチ): とても / too much(トゥ́ーマッチ): 多すぎる,"many(メ́ニ): 多数の, very(ヴェ́リ): とても",程度,初級
murder,マ́ーダー,殺人・殺害する,古英語 "morthor"。派生: murderer(マ́ーダラー): 殺人者 / murderous(マ́ーダラス): 殺人的な,"kill(キ́ル): 殺す, crime(クラ́イム): 犯罪",法律,中級
muscle,マ́スル,筋肉,ラテン語 "musculus"(小さなネズミ)。派生: muscular(マ́スキュラー): 筋肉質の / muscle pain(マ́スルペイン): 筋肉痛,"strength(ストレ́ングス): 力, body(ボ́ディ): 体",人体,初級
museum,ミュゼ́ィアム,博物館,ギリシャ語 "mouseion"(ミューズの神殿)。派生: art museum(ア́ートミュゼィアム): 美術館 / museum piece(ミュゼ́ィアムピース): 博物館級品,"gallery(ギャ́ラリ): 美術館, exhibition(エクシビ́ション): 展示",文化,初級
music,ミュ́ージック,音楽,ギリシャ語 "mousike"。派生: musical(ミュ́ージカル): 音楽の / musician(ミュジ́シャン): 音楽家,"song(ソ́ング): 歌, melody(メ́ロディ): 旋律",文化,初級
must,マ́スト,〜しなければならない,古英語 "moste"。派生: must-have(マ́ストハヴ): 必需品 / must-see(マ́ストスィー): 必見の,"have to(ハ́ヴトゥ): 〜しなければならない, should(シ́ュッド): 〜すべき",文法,初級
name,ネ́イム,名前・名付ける,古英語 "nama"。派生: namely(ネ́イムリ): すなわち / nickname(ニ́ックネイム): あだ名,"call(コ́ール): 呼ぶ, title(タ́イトル): 題名",伝達,初級
narrow,ナ́ロウ,狭い,古英語 "nearu"。派生: narrowly(ナ́ロウリ): かろうじて / narrow down(ナ́ロウダ́ウン): 絞り込む,"tight(タ́イト): きつい, wide(ワ́イド): 広い",形容,初級
nation,ネ́イション,国家・国民,ラテン語 "natio"(生まれ)。派生: national(ナ́ショナル): 国家の / nationality(ナショナ́リティ): 国籍,"country(カ́ントリ): 国, state(ステ́イト): 国家",社会,中級
native,ネ́イティヴ,生まれつきの・原住民,ラテン語 "nativus"(生まれた)。派生: native speaker(ネ́イティヴスピーカー): 母語話者 / native land(ネ́イティヴランド): 故郷,"local(ロ́ウカル): 地元の, indigenous(インディ́ジェナス): 土着の",地理,中級
natural,ナ́チュラル,自然な,ラテン語 "natura"(生まれ)。派生: naturally(ナ́チュラリ): 自然に / supernatural(ス́ーパーナチュラル): 超自然的な,"normal(ノ́ーマル): 正常な, artificial(アーティフィ́シャル): 人工の",状態,初級
nature,ネ́イチャー,自然・性質,ラテン語 "natura"。派生: natural(ナ́チュラル): 自然の / by nature(バイネ́イチャー): 生まれつき,"environment(インヴァ́イロメント): 環境, character(キャ́ラクター): 性格",自然,初級
near,ニ́ア,近い・〜の近くに,古英語 "nēar"。派生: nearby(ニ́アバイ): 近くの / nearly(ニ́アリ): ほとんど,"close(クロ́ウス): 近い, far(ファ́ー): 遠い",位置,初級
nearly,ニ́アリ,ほとんど,near + ly。派生: not nearly(ノットニ́アリ): 全然〜ない / nearly equal(ニ́アリイ́ークアル): ほぼ等しい,"almost(オ́ールモウスト): ほとんど, approximately(アプロ́クシメトリ): およそ",程度,初級
necessary,ネ́セサリ,必要な,ラテン語 "necessarius"。派生: necessity(ネセ́シティ): 必要性 / necessarily(ネセ́サリリ): 必然的に,"essential(エセ́ンシャル): 不可欠の, required(リクワ́イアド): 必要な",評価,中級
neck,ネ́ック,首,古英語 "hnecca"。派生: necklace(ネ́クレス): ネックレス / necktie(ネ́クタイ): ネクタイ,"head(ヘ́ッド): 頭, shoulder(ショ́ウルダー): 肩",人体,初級
need,ニ́ード,必要とする・必要,古英語 "nēd"。派生: needy(ニ́ーディ): 貧しい / need to(ニ́ードトゥ): 〜する必要がある,"require(リクワ́イア): 必要とする, want(ウォ́ント): 欲する",動作,初級
neighbor,ネ́イバー,隣人,古英語 "neahgebur"(近くに住む人)。派生: neighborhood(ネ́イバーフッド): 近所 / neighboring(ネ́イバーリング): 隣接した,"nearby(ニ́アバイ): 近くの, community(コミュ́ニティ): 地域社会",人間関係,初級
neither,ニ́ーザー,どちらも〜ない,古英語 "nāhwæther"。派生: neither A nor B(ニ́ーザーエ́ーノアビ́ー): AもBも〜ない / neither here nor there(ニ́ーザヒ́アノアゼ́ア): どうでもよい,"either(イ́ーザー): どちらか, both(ボ́ース): 両方",限定詞,初級
nervous,ナ́ーヴァス,神経質な・緊張した,ラテン語 "nervus"(神経)。派生: nerve(ナ́ーヴ): 神経 / nervousness(ナ́ーヴァスネス): 神経質,"anxious(ア́ンクシャス): 不安な, calm(カ́ーム): 落ち着いた",感情,初級
net,ネ́ット,網・正味の,古英語 "nett"。派生: network(ネ́ットワーク): ネットワーク / internet(イ́ンターネット): インターネット,"web(ウェ́ブ): 網, mesh(メ́ッシュ): 網目",生活,初級
never,ネ́ヴァー,決して〜ない,古英語 "nǣfre"。派生: never mind(ネ́ヴァーマインド): 気にしないで / nevermore(ネヴァモ́ー): 二度と〜ない,"ever(エ́ヴァー): いつか, always(オ́ールウェイズ): いつも",頻度,初級
new,ニ́ュー,新しい,古英語 "nīewe"。派生: newly(ニ́ューリ): 新たに / brand-new(ブラ́ンドニュー): 真新しい,"fresh(フレ́ッシュ): 新鮮な, old(オ́ウルド): 古い",評価,初級
news,ニ́ューズ,知らせ・ニュース,中英語 "newes"(新しいこと)。派生: newspaper(ニ́ューズペーパー): 新聞 / newscast(ニ́ューズキャスト): ニュース放送,"information(インフォメ́イション): 情報, report(リポ́ート): 報告",伝達,初級
next,ネ́クスト,次の・隣の,古英語 "nēhst"(最も近い)。派生: next to(ネ́クストトゥ): 〜の隣に / next door(ネ́クストドア): 隣の,"following(フォ́ロウイング): 次の, previous(プリ́ーヴィアス): 前の",時間,初級
nice,ナ́イス,良い・素敵な,ラテン語 "nescius"(無知な)→意味変化。派生: nicely(ナ́イスリ): 素敵に / niceness(ナ́イスネス): 良さ,"pleasant(プレ́ザント): 快適な, kind(カ́インド): 親切な",評価,初級
night,ナ́イト,夜,古英語 "niht"。派生: tonight(トゥナ́イト): 今夜 / nighttime(ナ́イトタイム): 夜間,"evening(イ́ーヴニング): 晩, day(デ́イ): 昼",時間,初級
nine,ナ́イン,9,古英語 "nigon"。派生: nineteen(ナインティ́ーン): 19 / ninth(ナ́インス): 9番目,"eight(エ́イト): 8, ten(テ́ン): 10",数,初級
no,ノ́ウ,いいえ・少しも〜ない,古英語 "nā"。派生: nobody(ノ́ウバディ): 誰も〜ない / no one(ノ́ウワン): 誰も〜ない,"yes(イェ́ス): はい, not(ノ́ット): 〜でない",限定詞,初級
noble,ノ́ウブル,高貴な・貴族,ラテン語 "nobilis"(有名な)。派生: nobility(ノビ́リティ): 貴族階級 / nobleman(ノ́ウブルマン): 貴族,"aristocrat(アリ́ストクラット): 貴族, honorable(オ́ノラブル): 高潔な",歴史,中級
noise,ノ́イズ,騒音,ラテン語 "nausea"(船酔い)起源説。派生: noisy(ノ́イズィ): うるさい / noise pollution(ノ́イズポル́ーション): 騒音公害,"sound(サ́ウンド): 音, loud(ラ́ウド): 大きな",評価,初級
none,ナ́ン,何も〜ない・誰も〜ない,古英語 "nān"(一つも〜ない)。派生: nonetheless(ナンザレ́ス): それにもかかわらず / none of(ナ́ンオブ): 〜のどれも〜ない,"nothing(ナ́シング): 何もない, nobody(ノ́ウバディ): 誰もいない",限定詞,初級
nor,ノ́ー,〜もまた〜ない,古英語 "nāhwæther" の短縮。派生: neither A nor B(ニ́ーザーエ́ーノアビ́ー): AもBも〜ない / nor yet(ノ́ーイェット): またさらに〜ない,"or(オ́ー): または, and(ア́ンド): そして",接続詞,初級
normal,ノ́ーマル,正常な・普通の,ラテン語 "norma"(規準)。派生: normally(ノ́ーマリ): 通常 / normalize(ノ́ーマライズ): 正常化する,"usual(ユ́ージュアル): いつもの, standard(スタ́ンダード): 標準の",状態,初級
north,ノ́ース,北,古英語 "north"。派生: northern(ノ́ーザン): 北の / North Pole(ノ́ースポウル): 北極,"south(サ́ウス): 南, direction(ダイレ́クション): 方向",地理,初級
nose,ノ́ウズ,鼻,古英語 "nosu"。派生: nosy(ノ́ウズィ): おせっかいな / nosebleed(ノ́ウズブリード): 鼻血,"smell(スメ́ル): 匂いを嗅ぐ, face(フ́ェイス): 顔",人体,初級
note,ノ́ウト,メモ・音符,ラテン語 "nota"(印)。派生: notebook(ノ́ウトブック): ノート / take notes(テ́イクノウツ): メモを取る,"memo(メ́モ): メモ, record(レコ́ード): 記録",学習,初級
nothing,ナ́シング,何もない,古英語 "nān thing"。派生: nothing but(ナ́シングバット): 〜だけ / for nothing(フォーナ́シング): ただで,"none(ナ́ン): 何も〜ない, something(サ́ムシング): 何か",限定詞,初級
notice,ノ́ウティス,気づく・通知,ラテン語 "notitia"(知識)。派生: noticeable(ノ́ウティサブル): 目立つ / notice board(ノ́ウティスボード): 掲示板,"observe(オブザ́ーヴ): 観察する, announcement(アナ́ウンスメント): 発表",動作,初級
novel,ノ́ヴェル,小説・新しい,ラテン語 "novellus"(新しい)。派生: novelist(ノ́ヴェリスト): 小説家 / novelty(ノ́ヴェルティ): 新奇さ,"book(ブ́ック): 本, story(スト́ーリ): 物語",文化,中級
now,ナ́ウ,今,古英語 "nū"。派生: nowadays(ナ́ウアデイズ): 今日では / right now(ラ́イトナウ): 今すぐ,"present(プレ́ゼント): 現在, currently(カ́レントリ): 現在",時間,初級
number,ナ́ンバー,数・番号,ラテン語 "numerus"。派生: numerous(ニ́ューメラス): 多数の / number one(ナ́ンバーワン): ナンバーワン,"figure(フ́ィガー): 数字, amount(アマ́ウント): 量",数,初級
nurse,ナ́ース,看護師・看護する,ラテン語 "nutrix"(乳母)。派生: nursery(ナ́ーサリ): 保育園 / nursing(ナ́ーシング): 看護,"doctor(ド́クター): 医者, care(ケ́ア): 世話",健康,初級
object,オ́ブジェクト,物・目的・反対する,ラテン語 "obiectum"(投げられたもの)。派生: objective(オブジェ́クティヴ): 客観的な / objection(オブジェ́クション): 反対,"thing(スィ́ング): 物, protest(プロテ́スト): 抗議する",概念,中級
observe,オブザ́ーヴ,観察する・守る,ラテン語 "observare"(見守る)。派生: observation(オブザヴェ́イション): 観察 / observer(オブザ́ーヴァー): 観察者,"watch(ウォ́ッチ): 見る, notice(ノ́ウティス): 気づく",動作,中級
obtain,オブテ́イン,得る,ラテン語 "obtinere"(持ちこたえる)。派生: obtainable(オブテ́イナブル): 入手可能な / unobtainable(アノブテ́イナブル): 入手不可能な,"get(ゲ́ット): 得る, acquire(アクワ́イア): 獲得する",動作,中級
occasion,オケ́イジョン,機会・場合,ラテン語 "occasio"(偶然)。派生: occasional(オケ́イジョナル): 時折の / on occasion(オンオケ́イジョン): 時々,"opportunity(オポチュ́ニティ): 機会, event(イヴェ́ント): 出来事",時間,中級
occur,オカ́ー,起こる・思い浮かぶ,ラテン語 "occurrere"(走って来る)。派生: occurrence(オカ́レンス): 出来事 / occur to(オカ́ートゥ): 思い浮かぶ,"happen(ハ́ペン): 起こる, take place(テ́イクプレイス): 開催される",動作,中級
ocean,オ́ウシャン,海洋,ギリシャ語 "okeanos"。派生: oceanic(オウシャ́ニック): 海洋の / ocean liner(オ́ウシャンライナー): 定期客船,"sea(スィ́ー): 海, wave(ウェ́イヴ): 波",地理,初級
o'clock,オクロ́ック,〜時,of the clock の短縮。派生: around the clock(アラ́ウンドザクロック): 24時間 / what time(ホワ́ットタイム): 何時,"time(タ́イム): 時間, hour(ア́ワー): 時",時間,初級
odd,オ́ッド,奇妙な・奇数の,古ノルド語 "oddi"(三角形の土地)。派生: oddly(オ́ッドリ): 奇妙に / odd number(オ́ッドナンバー): 奇数,"strange(ストレ́インジ): 奇妙な, even(イ́ーヴン): 偶数の",評価,初級
