語句,読み,意味,語源等解説,関連語,関連分野,難易度
chrysalis,クリ́サリス,蛹・さなぎ,"ギリシャ語 ""khrysallis""(金色の)。派生: butterfly chrysalis(バタフライクリサリス): 蝶のさなぎ","cocoon(コクー́ン): 繭, pupa(ピュ́ーパ): 蛹",自然・環境,advanced
chubby,チャ́ビ,丸ぽちゃの・ふっくらした,"中英語 ""chubbe""(太った魚)。派生: chubby cheeks(チャビチークス): ふっくらした頬","plump(プラ́ンプ): ふっくらした, pudgy(パ́ジ): ずんぐりした",人・社会,advanced
chuckle,チャ́クル,くすくす笑う・含み笑い,"中英語 ""chukken""。派生: chuckle to oneself(チャクルトゥーワンセルフ): 独りで笑う","laugh(ラ́フ): 笑う, giggle(ギ́グル): くすくす笑う",人・社会,advanced
chunk,チャ́ンク,大きな塊・かたまり,変化形 chuck(投げる)。派生: chunk of(チャンクオブ): 〜の塊,"piece(ピ́ース): 一片, lump(ラ́ンプ): 塊",言語基本,advanced
cipher,サ́イファー,暗号・ゼロ,"アラビア語 ""sifr""(ゼロ)。派生: decipher(ディサイファー): 解読する","code(コ́ウド): 暗号, zero(ジ́アロウ): ゼロ",言語基本,advanced
circulate,サ́ーキュレイト,循環する・流通させる,"ラテン語 ""circulare""(円を描く)。派生: circulation(サーキュレイション): 循環 / circulate a rumor(サーキュレイトアルーマー): うわさを広める","distribute(ディストリ́ビュート): 配布する, spread(スプレ́ッド): 広める",人・社会,advanced
circumference,サーカ́ムファレンス,円周・周囲,"ラテン語 ""circumferentia""(周囲)。派生: earth's circumference(アースズサーカムファレンス): 地球の円周","perimeter(ペリ́メター): 周囲, boundary(バウンダリ): 境界",時間・数量,advanced
circumscribe,サ́ーカムスクライブ,制限する・外接する,"ラテン語 ""circumscribere""(周りに書く)。派生: circumscribed(サーカムスクライブド): 制限された","limit(リ́ミット): 制限する, restrict(リストリ́クト): 制約する",人・社会,advanced
circumstance,サ́ーカムスタンス,状況・事情,"ラテン語 ""circumstantia""(周囲の状態)。派生: under the circumstances(アンダーザサーカムスタンシズ): そのような状況では / circumstances permitting(サーカムスタンシズパーミッティング): 状況が許せば","situation(シチュエ́イション): 状況, condition(コンディ́ション): 状態",言語基本,advanced
circumvent,サーカムヴェ́ント,回避する・出し抜く,"ラテン語 ""circumvenire""(取り囲む)。派生: circumvention(サーカムヴェンション): 回避","evade(イヴェ́イド): 避ける, bypass(バ́イパス): 迂回する",人・社会,advanced
cistern,シ́スターン,貯水槽・水槽,"ラテン語 ""cisterna""(地下貯蔵庫)。派生: water cistern(ウォーターシスターン): 貯水槽","tank(タ́ンク): タンク, reservoir(レ́ザヴォワール): 貯水池",日常生活,advanced
citadel,シ́タデル,城塞・要塞,"イタリア語 ""cittadella""(小さな町)。派生: citadel of learning(シタデルオブラーニング): 学問の殿堂","fortress(フォ́ートレス): 要塞, stronghold(ストロ́ングホウルド): 要塞",場所・移動,advanced
cite,サ́イト,引用する・召喚する,"ラテン語 ""citare""(呼ぶ)。派生: citation(サイテイション): 引用 / cite an example(サイトアンイグザンプル): 例を挙げる","quote(クウォ́ウト): 引用する, mention(メ́ンション): 言及する",人・社会,advanced
citizen,シ́ティズン,市民・国民,"古フランス語 ""citeain""(町の人)。派生: citizenship(シティズンシップ): 市民権 / senior citizen(スィーニアシティズン): 高齢者","resident(レ́ジデント): 居住者, national(ナ́ショナル): 国民",人・社会,advanced
citrus,シ́トラス,柑橘類,"ラテン語 ""citrus""(シトロンの木)。派生: citrus fruit(シトラスフルート): 柑橘類の果物","orange(オ́レンジ): オレンジ, lemon(レ́モン): レモン",自然・環境,advanced
civic,シ́ヴィック,市民の・都市の,"ラテン語 ""civicus""(市民の)。派生: civic duty(シヴィックデューティ): 市民の義務 / civic center(シヴィックセンター): 市民センター","municipal(ミュニ́シパル): 市の, civil(シ́ヴィル): 市民の",人・社会,advanced
civil,シ́ヴィル,市民の・民事の,"ラテン語 ""civilis""(市民の)。派生: civil rights(シヴィルライツ): 市民権 / civil war(シヴィルウォー): 内戦","civilian(シヴィ́リアン): 民間人, polite(ポラ́イト): 礼儀正しい",人・社会,advanced
civilization,シヴィライゼ́イション,文明・文化,civil+ization。派生: ancient civilization(エインシェントシヴィライゼイション): 古代文明,"culture(カ́ルチャー): 文化, society(ソサ́イエティ): 社会",言語基本,advanced
clad,クラ́ッド,身に着けた・覆われた,"古英語 ""clathod""(衣服を着た)。派生: scantily clad(スキャンティリクラッド): 薄着の / iron-clad(アイアンクラッド): 鉄で覆われた","dressed(ドレ́スト): 服を着た, covered(カ́ヴァード): 覆われた",人・社会,advanced
clairvoyant,クレアヴォ́イアント,千里眼の・霊視者,"フランス語 ""clair""(明るい)+voyant(見る)。派生: clairvoyance(クレアヴォイアンス): 千里眼","psychic(サ́イキック): 霊能者, fortune-teller(フォーチュンテラー): 占い師",人・社会,advanced
clamber,クラ́ンバー,よじ登る・はい上がる,"中英語 ""clambren""。派生: clamber up(クランバーアップ): よじ登る","climb(クラ́イム): 登る, scramble(スクラ́ンブル): よじ登る",人・社会,advanced
clamor,クラ́マー,騒ぎ・叫び声,"ラテン語 ""clamare""(叫ぶ)。派生: clamor for(クラマーフォー): 〜を強く求める","uproar(ア́プロアー): 騒動, outcry(ア́ウトクライ): 叫び",言語基本,advanced
clamp,クラ́ンプ,留め金・固定する,"オランダ語 ""klampe""(留め金)。派生: clamp down on(クランプダウンオン): 〜を取り締まる","fasten(ファ́スン): 固定する, grip(グリ́ップ): つかむ",日常生活,advanced
clandestine,クランデ́スティン,秘密の・内密の,"ラテン語 ""clandestinus""(秘密の)。派生: clandestine meeting(クランデスティンミーティング): 秘密会合","secret(スィ́ークレット): 秘密の, covert(コ́ウヴァート): 隠密の",人・社会,advanced
clang,クラ́ング,ガランという音・鳴り響く,"ラテン語 ""clangere""(音を立てる)。派生: clang of metal(クラングオブメタル): 金属音","clash(クラ́シュ): カチャンという音, ring(リ́ング): 鳴る",自然・環境,advanced
clap,クラ́ップ,拍手する・パチンと鳴る,"古英語 ""clappan""。派生: clap hands(クラップハンズ): 手をたたく / thunderclap(サンダークラップ): 雷鳴","applaud(アプロ́ード): 拍手する, strike(ストラ́イク): 打つ",人・社会,advanced
clarify,クラ́リファイ,明確にする・説明する,"ラテン語 ""clarificare""(明るくする)。派生: clarification(クラリフィケイション): 明確化","explain(イクスプレ́イン): 説明する, elucidate(イルー́シデイト): 解明する",人・社会,advanced
clarity,クラ́リティ,明瞭さ・透明度,"ラテン語 ""claritas""(明るさ)。派生: mental clarity(メンタルクラリティ): 明晰さ","clearness(クリ́アネス): 明瞭, transparency(トランスペ́アレンシ): 透明性",言語基本,advanced
clash,クラ́シュ,衝突・衝突する,擬音語。派生: clash with(クラシュウィズ): 〜と衝突する / clash of interests(クラシュオブインタレスツ): 利害の衝突,"conflict(コ́ンフリクト): 対立, collision(コリ́ジョン): 衝突",人・社会,advanced
clasp,クラ́スプ,留め金・しっかり握る,"中英語 ""claspen""。派生: clasp hands(クラスプハンズ): 手を握り合う","grip(グリップ): つかむ, embrace(エンブレ́イス): 抱きしめる",人・社会,advanced
classic,クラ́シック,古典的な・一流の,"ラテン語 ""classicus""(最高級の)。派生: classical(クラ́シカル): 古典の / classic example(クラシックイグザンプル): 典型的な例","traditional(トラディ́ショナル): 伝統的な, exemplary(イグゼ́ンプラリ): 模範的な",人・社会,advanced
classification,クラシフィケ́イション,分類・類別,classify+ation。派生: classification system(クラシフィケイションシステム): 分類体系,"categorization(キャテゴライゼ́イション): 分類, taxonomy(タクソ́ノミ): 分類学",言語基本,advanced
classify,クラ́シファイ,分類する・機密扱いにする,"ラテン語 ""classis""(階級)+facere(作る)。派生: classified(クラシファイド): 機密の / classified information(クラシファイドインフォメイション): 機密情報","categorize(キャ́テゴライズ): 分類する, sort(ソ́ート): 分ける",人・社会,advanced
clatter,クラ́ター,ガタガタという音・騒がしく鳴る,"古英語 ""clatrung""。派生: clatter of dishes(クラターオブディッシズ): 皿のガチャガチャいう音","rattle(ラ́トル): ガタガタいう音, noise(ノ́イズ): 騒音",自然・環境,advanced
clause,クロ́ーズ,条項・節,"ラテン語 ""clausa""(閉じた文)。派生: subordinate clause(サボーディニットクローズ): 従属節","provision(プロヴィ́ジョン): 規定, article(ア́ーティクル): 条項",言語基本,advanced
claustrophobia,クロウストロフォ́ウビア,閉所恐怖症,"ラテン語 ""claustrum""(閉所)+phobia(恐怖)。派生: claustrophobic(クロウストロフォウビック): 閉所恐怖症の","fear of confined spaces(フィアオブコンファインドスペイシズ): 閉所恐怖, phobia(フォ́ウビア): 恐怖症",食・健康,advanced
claw,クロ́ー,爪・ひっかく,"古英語 ""clawu""。派生: claw one's way(クローワンズウェイ): 必死に進む","talon(タ́ロン): かぎ爪, scratch(スクラ́ッチ): ひっかく",自然・環境,advanced
clay,クレ́イ,粘土・土,"古英語 ""clæg""。派生: clay pot(クレイポット): 土器 / feet of clay(フィートオブクレイ): 弱点","earth(ア́ース): 土, mud(マ́ッド): 泥",日常生活,advanced
cleanse,クレ́ンズ,清める・洗浄する,"古英語 ""clænsian""。派生: cleansing(クレンジング): 洗浄","purify(ピュ́リファイ): 浄化する, clean(クリ́ーン): きれいにする",人・社会,advanced
cleavage,クリ́ーヴィッジ,分裂・割れ目,cleave+age。派生: cleavage in opinion(クリーヴィッジインオピニオン): 意見の分裂,"split(スプリ́ット): 分裂, division(ディヴィ́ジョン): 分割",言語基本,advanced
cleave,クリ́ーヴ,割る・固執する,"古英語 ""cleofan""(割る)。派生: cleave to(クリーヴトゥー): 〜に固執する","split(スプリット): 割る, adhere(アドヒ́ア): 固守する",人・社会,advanced
clench,クレ́ンチ,強く握る・食いしばる,"古英語 ""beclencan""(握る)。派生: clench one's fist(クレンチワンズフィスト): こぶしを握りしめる","grip(グリップ): つかむ, grasp(グラ́スプ): しっかり握る",人・社会,advanced
clergy,クラ́ージ,聖職者・聖職,"ラテン語 ""clericus""(聖職者)。派生: clergyman(クラージマン): 聖職者","ministry(ミ́ニストリ): 聖職, priesthood(プリ́ーストフッド): 聖職者",日常生活,advanced
clerical,クレ́リカル,事務の・聖職者の,"ラテン語 ""clericus""(書記)。派生: clerical work(クレリカルワーク): 事務作業 / clerical error(クレリカルエラー): 事務上の誤り","administrative(アドミ́ニストラティヴ): 管理の, ecclesiastical(イクリージアスティカル): 教会の",人・社会,advanced
clever,クレ́ヴァー,賢い・器用な,中英語(語源不明)。派生: cleverly(クレヴァーリ): 巧みに,"smart(スマ́ート): 賢い, intelligent(インテ́リジェント): 知的な",人・社会,advanced
cliche,クリシェ́イ,陳腐な表現・決まり文句,"フランス語 ""cliché""(型版)。派生: clichéd(クリシェイド): 陳腐な","commonplace(コ́マンプレイス): 陳腐な表現, platitude(プラ́ティテュード): 月並みな言葉",言語基本,advanced
clientele,クライアンテ́ル,顧客・得意先,"ラテン語 ""cliens""(保護を求める者)。派生: exclusive clientele(イクスクルーシヴクライアンテル): 上顧客","customers(カ́スタマーズ): 顧客, patrons(ペ́イトロンズ): 常連客",言語基本,advanced
cliff,クリ́フ,崖・絶壁,"古英語 ""clif""。派生: cliff edge(クリフエッジ): 崖っぷち / cliff diving(クリフダイヴィング): 崖飛び込み","precipice(プレ́シピス): 絶壁, crag(クラ́グ): 岩山",自然・環境,advanced
climate,クラ́イメット,気候・風土,"ギリシャ語 ""klima""(傾斜)。派生: climate change(クライメットチェインジ): 気候変動 / political climate(ポリティカルクライメット): 政治情勢","weather(ウェ́ザー): 天候, atmosphere(ア́トモスフィア): 雰囲気",自然・環境,advanced
climax,クラ́イマックス,絶頂・クライマックス,"ギリシャ語 ""klimax""(はしご)。派生: reach a climax(リーチアクライマックス): 絶頂に達する","peak(ピ́ーク): 頂点, culmination(カルミネ́イション): 最高潮",言語基本,advanced
clinch,クリ́ンチ,確保する・抱き合う,clench の変化形。派生: clinch a deal(クリンチアディール): 取引をまとめる,"secure(セキュ́ア): 確保する, settle(セ́トル): 決める",人・社会,advanced
cling,クリ́ング,しがみつく・固執する,"古英語 ""clingan""。派生: cling to(クリングトゥー): 〜にしがみつく","adhere(アドヒア): くっつく, stick(スティ́ック): くっつく",人・社会,advanced
clinic,クリ́ニック,診療所・クリニック,"ギリシャ語 ""klinike""(寝台の)。派生: medical clinic(メディカルクリニック): 診療所","dispensary(ディスペ́ンサリ): 診療所, infirmary(インファ́ーマリ): 医務室",食・健康,advanced
clinical,クリ́ニカル,臨床の・冷静な,clinic+al。派生: clinical trial(クリニカルトライアル): 臨床試験,"medical(メ́ディカル): 医学の, detached(ディタ́ッチト): 冷静な",人・社会,advanced
clink,クリ́ンク,チャリンという音・チャリンと鳴る,擬音語。派生: clink glasses(クリンクグラシズ): グラスを合わせる,"jingle(ジ́ングル): チャリンチャリンいう, tinkle(ティ́ンクル): チリンチリンいう",自然・環境,advanced
clip,クリ́ップ,クリップ・切り取る,"古英語 ""clyppan""(抱きしめる)。派生: paper clip(ペイパークリップ): クリップ / clip one's wings(クリップワンズウィングズ): 能力を制限する","trim(トリ́ム): 刈り込む, fasten(ファスン): 留める",人・社会,advanced
clipboard,クリ́ップボード,クリップボード・書類挟み,clip+board。派生: computer clipboard(コンピュータークリップボード): クリップボード,"writing board(ライティングボード): 筆記板, notepad(ノ́ウトパッド): メモ帳",日常生活,advanced
clique,クリ́ーク,派閥・仲間集団,"フランス語 ""clique""(音を立てる)。派生: cliquish(クリーキッシュ): 排他的な","faction(ファ́クション): 派閥, circle(サ́ークル): 仲間",言語基本,advanced
cloak,クロ́ウク,マント・覆い隠す,"古フランス語 ""cloke""(鐘)。派生: cloak-and-dagger(クロウクアンドダガー): スパイ活動の","cape(ケ́イプ): マント, conceal(コンスィール): 隠す",日常生活,advanced
clog,クロ́グ,詰まらせる・木靴,"中英語 ""clogge""(木の塊)。派生: clog up(クログアップ): 詰まる","block(ブロ́ック): ふさぐ, obstruct(オブストラ́クト): 妨げる",人・社会,advanced
cloister,クロ́イスター,修道院・回廊,"ラテン語 ""claustrum""(閉じた場所)。派生: cloistered(クロイスタード): 隠遁した","monastery(モ́ナステリ): 修道院, convent(コ́ンヴェント): 修道院",場所・移動,advanced
clone,クロ́ウン,クローン・複製する,"ギリシャ語 ""klon""(小枝)。派生: cloning(クローニング): クローン作成","duplicate(デュ́プリケイト): 複製, copy(コ́ピ): コピー",自然・環境,advanced
closet,クロ́ゼット,物入れ・秘密の,"古フランス語 ""closet""(小さな囲い)。派生: come out of the closet(カムアウトオブザクロゼット): カミングアウトする","cupboard(カ́バード): 戸棚, wardrobe(ウォ́ードロウブ): 洋服だんす",場所・移動,advanced
closure,クロ́ウジャー,閉鎖・終結,"ラテン語 ""clausura""(閉じること)。派生: bring closure to(ブリングクロウジャートゥー): 〜に決着をつける","closing(クロ́ウジング): 閉鎖, conclusion(コンクルー́ジョン): 結論",言語基本,advanced
clot,クロ́ット,塊・凝固する,"古英語 ""clott""(塊)。派生: blood clot(ブラッドクロット): 血餅","lump(ラ́ンプ): 塊, coagulate(コウア́ギュレイト): 凝固する",食・健康,advanced
cloth,クロ́ース,布・織物,"古英語 ""clath""。派生: tablecloth(テ́イブルクロース): テーブルクロス","fabric(ファ́ブリック): 布地, textile(テ́クスタイル): 織物",日常生活,advanced
clothe,クロ́ウズ,服を着せる・覆う,"古英語 ""clathian""。派生: clothed(クロウズド): 服を着た / be clothed in(ビークロウズドイン): 〜を身にまとう","dress(ドレ́ス): 服を着せる, cover(カ́ヴァー): 覆う",人・社会,advanced
clout,クラ́ウト,影響力・強打,"古英語 ""clut""(布片)。派生: political clout(ポリティカルクラウト): 政治的影響力","influence(イ́ンフルエンス): 影響力, power(パ́ウアー): 力",言語基本,advanced
clown,クラ́ウン,道化師・ピエロ,語源不明。派生: clown around(クラウンアラウンド): ふざける,"jester(ジェ́スター): 道化師, fool(フー́ル): 愚か者",人・社会,advanced
clue,クルー́,手がかり・ヒント,"古英語 ""cleowen""(糸玉)。派生: clue in(クルーイン): 情報を与える / not have a clue(ノットハヴアクルー): 見当もつかない","hint(ヒ́ント): ヒント, indication(インディケ́イション): 兆候",言語基本,advanced
clumsy,クラ́ムジ,不器用な・ぎこちない,"スウェーデン語 ""klummsen""(凍えた)。派生: clumsily(クラムジリ): 不器用に","awkward(オ́ークワード): ぎこちない, ungainly(アンゲ́インリ): 不格好な",人・社会,advanced
cluster,クラ́スター,集まり・群がる,"古英語 ""clyster""(房)。派生: cluster around(クラスターアラウンド): 〜の周りに群がる","group(グルー́プ): 集団, bunch(バ́ンチ): 束",言語基本,advanced
clutch,クラ́ッチ,つかむ・クラッチ,"古英語 ""clyccan""(曲げる)。派生: clutch at(クラッチアット): 〜をつかもうとする / in the clutches of(インザクラッチズオブ): 〜の手中に","grasp(グラ́スプ): つかむ, grip(グリップ): 握る",人・社会,advanced
clutter,クラ́ター,散らかす・雑然,"中英語 ""clotter""(凝固する)。派生: clutter up(クラターアップ): 散らかす","mess(メ́ス): 散らかった状態, disorder(ディソーダー): 無秩序",言語基本,advanced
coach,コ́ウチ,コーチ・指導する,ハンガリー地名 Kocs。派生: coaching(コウチング): 指導 / coach class(コウチクラス): エコノミークラス,"trainer(トレ́イナー): トレーナー, instructor(インストラ́クター): 指導者",人・社会,advanced
coalition,コウアリ́ション,連合・提携,"ラテン語 ""coalescere""(一緒に成長する)。派生: coalition government(コウアリションガヴァンメント): 連立政権","alliance(アラ́イアンス): 同盟, union(ユ́ーニオン): 連合",人・社会,advanced
coarse,コ́ース,粗い・下品な,中英語(語源不明)。派生: coarsely(コースリ): 粗く / coarse language(コースラングウィッジ): 下品な言葉,"rough(ラ́フ): 粗い, crude(クルー́ド): 粗野な",人・社会,advanced
coax,コ́ウクス,おだてる・なだめる,語源不明。派生: coax into(コウクスイントゥー): 〜するようおだてる,"cajole(カジョ́ウル): おだてる, persuade(パーズウェ́イド): 説得する",人・社会,advanced
cobble,コ́ブル,修繕する・石畳,"中英語 ""cobel""(丸石)。派生: cobblestone(コブルストウン): 敷石 / cobble together(コブルトゥゲザー): 急いで作る","pave(ペ́イヴ): 舗装する, patch(パ́ッチ): 修繕する",人・社会,advanced
cobra,コ́ウブラ,コブラ,"ポルトガル語 ""cobra de capelo""(頭巾のヘビ)。派生: king cobra(キングコウブラ): キングコブラ","snake(スネ́イク): ヘビ, serpent(サ́ーペント): 大蛇",自然・環境,advanced
cobweb,コ́ブウェブ,くもの巣,"古英語 ""coppe""(クモ)+web(巣)。派生: covered with cobwebs(カヴァードウィズコブウェブズ): くもの巣だらけの","spider web(スパイダーウェブ): くもの巣, gossamer(ゴ́サマー): くもの糸",言語基本,advanced
cocaine,コウケ́イン,コカイン,"スペイン語 ""coca""(コカの木)。派生: cocaine addiction(コウケインアディクション): コカイン中毒","drug(ドラ́グ): 麻薬, narcotic(ナーコ́ティック): 麻薬",食・健康,advanced
cock,コ́ック,雄鶏・傾ける,"古英語 ""cocc""。派生: cockerel(コックレル): 若い雄鶏 / cock one's head(コックワンズヘッド): 首をかしげる","rooster(ルー́スター): 雄鶏, tilt(ティ́ルト): 傾ける",自然・環境,advanced
cockpit,コ́ックピット,操縦席,cock+pit(闘鶏場)。派生: airplane cockpit(エアプレインコックピット): 飛行機の操縦室,"flight deck(フライトデック): 操縦室, cabin(キャ́ビン): 客室",場所・移動,advanced
cocktail,コ́ックテイル,カクテル,cock+tail。派生: cocktail party(コックテイルパーティ): カクテルパーティ,"mixed drink(ミクストドリンク): ミックス飲料, aperitif(アペリティ́ーフ): 食前酒",食・健康,advanced
cocoa,コ́ウコウ,ココア,"アステカ語 ""cacahuatl""。派生: hot cocoa(ホットコウコウ): ホットココア / cocoa powder(コウコウパウダー): ココアパウダー","chocolate(チョ́クリット): チョコレート, cacao(カカ́オウ): カカオ",食・健康,advanced
coconut,コ́ウカナット,ココナツ,"ポルトガル語 ""coco""(おばけ)+nut(実)。派生: coconut milk(コウカナットミルク): ココナツミルク","palm fruit(パームフルート): ヤシの実, tropical fruit(トロピカルフルート): 熱帯果実",自然・環境,advanced
cocoon,コクー́ン,繭・まゆに包む,"フランス語 ""cocon""(卵殻)。派生: cocoon oneself(コクーンワンセルフ): 引きこもる","chrysalis(クリ́サリス): 蛹, shell(シェ́ル): 殻",自然・環境,advanced
code,コ́ウド,暗号・法典,"ラテン語 ""codex""(本)。派生: code of conduct(コウドオブコンダクト): 行動規範 / dress code(ドレスコウド): 服装規定","cipher(サ́イファー): 暗号, law(ロ́ー): 法律",言語基本,advanced
coerce,コウア́ース,強制する・強要する,"ラテン語 ""coercere""(抑制する)。派生: coercion(コウアージョン): 強制","compel(コンペ́ル): 強いる, force(フォ́ース): 強制する",人・社会,advanced
coexist,コウイグジ́スト,共存する,co+exist。派生: coexistence(コウイグジステンス): 共存,"live together(リヴトゥゲザー): 共生する, exist simultaneously(イグジストサイマルテイニアスリ): 同時に存在する",人・社会,advanced
coffin,コ́フィン,棺,"ラテン語 ""cophinus""(かご)。派生: coffin nail(コフィンネイル): たばこ(俗語)","casket(キャ́スケット): 棺, burial box(ベ́リアルボックス): 埋葬箱",日常生活,advanced
cog,コ́グ,歯車の歯・重要な一員,"中英語 ""cogge""(歯)。派生: cog in the machine(コグインザマシーン): 組織の歯車","gear tooth(ギアトゥース): 歯車の歯, component(コンポ́ウネント): 構成要素",日常生活,advanced
cognition,コグニ́ション,認知・認識,"ラテン語 ""cognitio""(知識)。派生: cognitive(コグニティヴ): 認知の","perception(パーセ́プション): 知覚, awareness(アウェ́アネス): 認識",人・社会,advanced
coherent,コヒ́アレント,首尾一貫した・筋の通った,"ラテン語 ""cohaerere""(くっつく)。派生: coherence(コヒアレンス): 一貫性 / coherently(コヒアレントリ): 首尾一貫して","consistent(コンシ́ステント): 一貫した, logical(ロ́ジカル): 論理的な",人・社会,advanced
cohesion,コヒ́ージョン,結合・団結,"ラテン語 ""cohaesio""(結びつき)。派生: cohesive(コヒーシヴ): 結束した","unity(ユ́ーニティ): 統一, solidarity(ソリダ́リティ): 連帯",言語基本,advanced
coil,コ́イル,巻く・渦巻き,"古フランス語 ""coillir""(集める)。派生: coil up(コイルアップ): 巻き上げる / coiled spring(コイルドスプリング): 巻きばね","spiral(スパ́イラル): らせん, wind(ワ́インド): 巻く",人・社会,advanced
coincide,コウインサ́イド,一致する・同時に起こる,"ラテン語 ""co""(共に)+incidere(起こる)。派生: coincidence(コウインシデンス): 偶然の一致","correspond(コレスポ́ンド): 一致する, concur(コンカ́ー): 同時に起こる",人・社会,advanced
collaborate,コラ́ボレイト,協力する・共同で働く,"ラテン語 ""collaborare""(共に働く)。派生: collaboration(コラボレイション): 協力 / collaborator(コラボレイター): 協力者","cooperate(コウオ́パレイト): 協力する, work together(ワークトゥゲザー): 共同作業する",人・社会,advanced
collapse,コラ́プス,崩壊する・倒れる,"ラテン語 ""collabi""(一緒に倒れる)。派生: collapse into(コラプスイントゥー): 〜に崩れ落ちる","fall down(フォールダウン): 倒れる, crumble(クラ́ンブル): 崩れる",人・社会,advanced
collar,コ́ラー,襟・首輪,"ラテン語 ""collare""(首の)。派生: white-collar(ホワイトコラー): ホワイトカラーの / blue-collar(ブルーコラー): ブルーカラーの","neckband(ネ́ックバンド): 首輪, necklace(ネ́クレス): 首飾り",日常生活,advanced
collateral,コラ́テラル,担保・副次的な,"ラテン語 ""collateralis""(側面の)。派生: collateral damage(コラテラルダメッジ): 巻き添え被害","security(セキュ́リティ): 担保, pledge(プレ́ッジ): 抵当",日常生活,advanced
colleague,コ́リーグ,同僚,"ラテン語 ""collega""(共に選ばれた者)。派生: fellow colleague(フェロウコリーグ): 同僚","coworker(コウワ́ーカー): 同僚, associate(アソ́ウシエイト): 仲間",人・社会,advanced
collect,コレ́クト,集める・収集する,"ラテン語 ""colligere""(一緒に集める)。派生: collection(コレクション): 収集 / collective(コレクティヴ): 集団的な","gather(ギャ́ザー): 集める, accumulate(アキュ́ーミュレイト): 蓄積する",人・社会,advanced
collective,コレ́クティヴ,集団の・共同の,collect+ive。派生: collective bargaining(コレクティヴバーゲニング): 団体交渉,"communal(コミュ́ーナル): 共同の, joint(ジョ́イント): 共同の",人・社会,advanced
collector,コレ́クター,収集家・集金人,collect+or。派生: art collector(アートコレクター): 美術品収集家 / tax collector(タックスコレクター): 徴税吏,"gatherer(ギャザラー): 採集者, accumulator(アキューミュレイター): 蓄積者",人・社会,advanced
collide,コラ́イド,衝突する,"ラテン語 ""collidere""(激突する)。派生: collision(コリジョン): 衝突","crash(クラ́シュ): 衝突する, clash(クラシュ): ぶつかる",人・社会,advanced
collision,コリ́ジョン,衝突・対立,collide+ion。派生: head-on collision(ヘッドオンコリジョン): 正面衝突,"crash(クラシュ): 衝突, impact(イ́ンパクト): 衝撃",言語基本,advanced
colloquial,コロ́ウクウィアル,口語の・会話体の,"ラテン語 ""colloquium""(会話)。派生: colloquial expression(コロウクウィアルイクスプレッション): 口語表現","informal(インフォ́ーマル): くだけた, conversational(コンヴァセ́イショナル): 会話の",人・社会,advanced
colon,コ́ウロン,結腸・コロン(:),"ギリシャ語 ""kolon""(肢)。派生: semicolon(セミコウロン): セミコロン","intestine(インテ́スティン): 腸, punctuation(パンクチュエ́イション): 句読点",食・健康,advanced
colonial,コロ́ウニアル,植民地の,colony+al。派生: colonial rule(コロウニアルルール): 植民地支配 / colonial era(コロウニアルエラ): 植民地時代,"imperial(インピ́アリアル): 帝国の, territorial(テリトーリアル): 領土の",人・社会,advanced
colonist,コ́ロニスト,入植者・植民者,colony+ist。派生: early colonist(アーリーコロニスト): 初期入植者,"settler(セ́トラー): 入植者, pioneer(パイオニ́ア): 開拓者",人・社会,advanced
colonize,コ́ロナイズ,植民地化する,colony+ize。派生: colonization(コロナイゼイション): 植民地化,"settle(セトル): 入植する, occupy(オ́キュパイ): 占領する",人・社会,advanced
colony,コ́ロニ,植民地・コロニー,"ラテン語 ""colonia""(農場)。派生: penal colony(ピーナルコロニ): 流刑植民地 / ant colony(アントコロニ): アリのコロニー","settlement(セ́トルメント): 入植地, territory(テ́リトリ): 領土",人・社会,advanced
colossal,コロ́サル,巨大な・莫大な,"ラテン語 ""colossus""(巨像)。派生: colossally(コロサリ): 巨大に","enormous(イノ́ーマス): 莫大な, immense(イメ́ンス): 巨大な",人・社会,advanced
column,コ́ラム,柱・縦列,"ラテン語 ""columna""(柱)。派生: newspaper column(ニューズペイパーコラム): 新聞コラム / spinal column(スパイナルコラム): 脊柱","pillar(ピ́ラー): 柱, post(ポ́ウスト): 柱",場所・移動,advanced
coma,コ́ウマ,昏睡状態,"ギリシャ語 ""koma""(深い眠り)。派生: in a coma(イナコウマ): 昏睡状態で / slip into a coma(スリップイントゥーアコウマ): 昏睡状態に陥る","unconsciousness(アンコンシャスネス): 意識不明, stupor(ステュ́ーパー): 昏迷",食・健康,advanced
combat,コ́ンバット,戦闘・戦う,"ラテン語 ""com""(共に)+battere(打つ)。派生: combat zone(コンバットゾウン): 戦闘地域","fight(ファ́イト): 戦い, battle(バ́トル): 戦闘",人・社会,advanced
combination,コンビネ́イション,組み合わせ・結合,combine+ation。派生: combination lock(コンビネイションロック): ダイヤル錠,"mixture(ミ́クスチャー): 混合物, blend(ブレ́ンド): 混合",言語基本,advanced
combine,コンバ́イン,結合する・合体する,"ラテン語 ""combinare""(二つずつ合わせる)。派生: combine with(コンバインウィズ): 〜と結合する","merge(マ́ージ): 合併する, unite(ユナ́イト): 統合する",人・社会,advanced
combustion,コンバ́スチョン,燃焼,"ラテン語 ""combustio""(燃やすこと)。派生: internal combustion engine(インターナルコンバスチョンエンジン): 内燃機関","burning(バ́ーニング): 燃焼, ignition(イグニ́ション): 点火",科学・技術,advanced
